"mtry",".metric",".estimator",".estimate",".config","cluster","fold","train_n","test_n"
5,"rmse","standard",0.397526472639114,"Preprocessor1_Model5",5,2,15716,1678
6,"rmse","standard",0.398834305684235,"Preprocessor1_Model6",5,2,15716,1678
1,"rmse","standard",0.328246611219663,"Preprocessor1_Model1",5,3,12825,4878
2,"rmse","standard",0.323908506488298,"Preprocessor1_Model2",5,3,12825,4878
3,"rmse","standard",0.326320025501527,"Preprocessor1_Model3",5,3,12825,4878
4,"rmse","standard",0.328110601149923,"Preprocessor1_Model4",5,3,12825,4878
5,"rmse","standard",0.329912878170756,"Preprocessor1_Model5",5,3,12825,4878
6,"rmse","standard",0.331817156638493,"Preprocessor1_Model6",5,3,12825,4878
1,"rmse","standard",0.349228263356801,"Preprocessor1_Model1",5,4,15486,2047
2,"rmse","standard",0.344237741954103,"Preprocessor1_Model2",5,4,15486,2047
3,"rmse","standard",0.346552624047822,"Preprocessor1_Model3",5,4,15486,2047
4,"rmse","standard",0.348960887113115,"Preprocessor1_Model4",5,4,15486,2047
5,"rmse","standard",0.351005390542,"Preprocessor1_Model5",5,4,15486,2047
6,"rmse","standard",0.353163891258249,"Preprocessor1_Model6",5,4,15486,2047
1,"rmse","standard",0.472055059238452,"Preprocessor1_Model1",5,5,17300,479
2,"rmse","standard",0.41173650893401,"Preprocessor1_Model2",5,5,17300,479
3,"rmse","standard",0.398835827568909,"Preprocessor1_Model3",5,5,17300,479
4,"rmse","standard",0.3961575564857,"Preprocessor1_Model4",5,5,17300,479
5,"rmse","standard",0.394564895114702,"Preprocessor1_Model5",5,5,17300,479
6,"rmse","standard",0.397089694382421,"Preprocessor1_Model6",5,5,17300,479
